"applicants","year","row_num","col_num","branch_type","grouping_title","reader_name","grouping_nametag","pct_change_vs_prior_record","academic_rating","non_academic_rating","onetest","rejected","confirm_admit","admit","admit_and_cancel","race_african_american","race_asian","race_hispanic","race_white","race_foreign","race_native_unknown","male","female","catholic","legacy","sibling","athlete","first_generation","public_school","catholic_school","private_school","na_school","science","arts","business","engineering","architecture","status_rotation","rejected_pct","confirm_admit_pct","admit_pct","admit_and_cancel_pct","race_rotation","african_american_pct","asian_pct","hispanic_pct","white_pct","foreign_pct","native_unknown_pct","cohort_rotation","male_pct","female_pct","catholic_pct","legacy_pct","sibling_pct","athlete_pct","first_generation_pct","hs_rotation","public_school_pct","catholic_school_pct","private_school_pct","na_school_pct","college_rotation","science_pct","arts_pct","business_pct","engineering_pct","architecture_pct"
"50",2014,"3.3","5","Cohort","Sibling","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Sibling - 50 applicants","-0.305555556","9.76","8.27","1350.4","30","17","1","2","1","8","12","27","0","2","29","21","46","12","50","1","7","24","20","5","1","11","17","13","9","0","2.0000","0.6000","0.3400","0.0200","0.0400","1.0000","0.0200","0.1600","0.2400","0.5400","0.0000","0.0400","0.0000","0.5800","0.4200","0.9200","0.2400","1.0000","0.0200","0.1400","3.0000","0.4800","0.4000","0.1000","0.0200","4.0000","0.2200","0.3400","0.2600","0.1800","0.0000"
"56",2016,"3.3","5","Cohort","Sibling","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Sibling - 56 applicants","0.12","10.36607143","8.464285714","1331.428571","37","3","16","0","4","10","16","22","1","3","31","25","46","13","56","1","4","23","24","6","3","13","18","15","10","0","2.0000","0.6607","0.0536","0.2857","0.0000","1.0000","0.0714","0.1786","0.2857","0.3929","0.0179","0.0536","0.0000","0.5536","0.4464","0.8214","0.2321","1.0000","0.0179","0.0714","3.0000","0.4107","0.4286","0.1071","0.0536","4.0000","0.2321","0.3214","0.2679","0.1786","0.0000"
"17",2010,"3.3","6","Cohort","Athlete","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Athlete - 17 applicants","0","12.17647059","7.088235294","1237.058824","1","14","1","1","2","1","0","12","0","2","6","11","7","1","0","17","2","9","3","5","0","4","6","4","3","0","2.0000","0.0588","0.8235","0.0588","0.0588","1.0000","0.1176","0.0588","0.0000","0.7059","0.0000","0.1176","0.0000","0.3529","0.6471","0.4118","0.0588","0.0000","1.0000","0.1176","3.0000","0.5294","0.1765","0.2941","0.0000","4.0000","0.2353","0.3529","0.2353","0.1765","0.0000"
"15",2013,"3.3","6","Cohort","Athlete","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Athlete - 15 applicants","-0.117647059","11.2","5.766666667","1302.666667","4","9","1","1","1","0","2","11","0","1","6","9","11","1","2","15","1","9","3","2","1","5","3","4","3","0","2.0000","0.2667","0.6000","0.0667","0.0667","1.0000","0.0667","0.0000","0.1333","0.7333","0.0000","0.0667","0.0000","0.4000","0.6000","0.7333","0.0667","0.1333","1.0000","0.0667","3.0000","0.6000","0.2000","0.1333","0.0667","4.0000","0.3333","0.2000","0.2667","0.2000","0.0000"
"22",2014,"3.3","6","Cohort","Athlete","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Athlete - 22 applicants","0.466666667","12.13636364","6.431818182","1280","3","17","1","1","1","1","1","18","0","1","14","8","11","4","1","22","2","5","11","4","2","2","7","11","1","1","2.0000","0.1364","0.7727","0.0455","0.0455","1.0000","0.0455","0.0455","0.0455","0.8182","0.0000","0.0455","0.0000","0.6364","0.3636","0.5000","0.1818","0.0455","1.0000","0.0909","3.0000","0.2273","0.5000","0.1818","0.0909","4.0000","0.0909","0.3182","0.5000","0.0455","0.0455"
"13",2016,"3.3","6","Cohort","Athlete","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Athlete - 13 applicants","-0.409090909","12.42307692","6.538461538","1232.307692","2","4","7","0","2","1","3","6","0","1","7","6","7","1","1","13","3","6","4","2","1","3","2","7","1","0","2.0000","0.1538","0.3077","0.5385","0.0000","1.0000","0.1538","0.0769","0.2308","0.4615","0.0000","0.0769","0.0000","0.5385","0.4615","0.5385","0.0769","0.0769","1.0000","0.2308","3.0000","0.4615","0.3077","0.1538","0.0769","4.0000","0.2308","0.1538","0.5385","0.0769","0.0000"
"240",2010,"3.3","7","Cohort","First Gen","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 First Gen - 240 applicants","0","13.1875","9.910416667","1201.958333","189","23","19","9","16","56","123","28","6","11","117","123","144","0","3","2","240","168","42","10","20","56","104","39","33","8","2.0000","0.7875","0.0958","0.0792","0.0375","1.0000","0.0667","0.2333","0.5125","0.1167","0.0250","0.0458","0.0000","0.4875","0.5125","0.6000","0.0000","0.0125","0.0083","1.0000","3.0000","0.7000","0.1750","0.0417","0.0833","4.0000","0.2333","0.4333","0.1625","0.1375","0.0333"
"418",2013,"3.3","7","Cohort","First Gen","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 First Gen - 418 applicants","0.741666667","13.75119617","9.136363636","1178.995215","371","18","22","7","24","72","257","38","18","9","188","230","249","0","5","1","418","269","63","22","64","88","166","60","94","10","2.0000","0.8876","0.0431","0.0526","0.0167","1.0000","0.0574","0.1722","0.6148","0.0909","0.0431","0.0215","0.0000","0.4498","0.5502","0.5957","0.0000","0.0120","0.0024","1.0000","3.0000","0.6435","0.1507","0.0526","0.1531","4.0000","0.2105","0.3971","0.1435","0.2249","0.0239"
"463",2014,"3.3","7","Cohort","First Gen","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 First Gen - 463 applicants","0.107655502","13.42764579","9.519438445","1177.796976","403","29","13","18","27","84","263","43","27","19","205","258","276","1","7","2","463","286","77","20","80","120","162","74","88","19","2.0000","0.8704","0.0626","0.0281","0.0389","1.0000","0.0583","0.1814","0.5680","0.0929","0.0583","0.0410","0.0000","0.4428","0.5572","0.5961","0.0022","0.0151","0.0043","1.0000","3.0000","0.6177","0.1663","0.0432","0.1728","4.0000","0.2592","0.3499","0.1598","0.1901","0.0410"
"460",2016,"3.3","7","Cohort","First Gen","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 First Gen - 460 applicants","-0.006479482","13.79130435","9.344565217","1158.413043","420","3","36","1","26","60","276","56","33","9","188","272","303","0","4","3","460","269","94","20","77","147","150","75","83","5","2.0000","0.9130","0.0065","0.0783","0.0022","1.0000","0.0565","0.1304","0.6000","0.1217","0.0717","0.0196","0.0000","0.4087","0.5913","0.6587","0.0000","0.0087","0.0065","1.0000","3.0000","0.5848","0.2043","0.0435","0.1674","4.0000","0.3196","0.3261","0.1630","0.1804","0.0109"
"4575",2010,"4","1","HS Type","Catholic High School","TOTAL","2010 Catholic High School - 4575 applicants","0","9.5043","10.0058","1344.4306","3027","898","286","364","136","199","492","3519","101","128","2533","2042","4127","610","478","64","270","0","4575","0","0","1206","1738","780","776","75","3.0000","0.6616","0.1963","0.0625","0.0796","1.0000","0.0297","0.0435","0.1075","0.7692","0.0221","0.0280","2.0000","0.5537","0.4463","0.9021","0.1333","0.1045","0.0140","0.0590","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2636","0.3799","0.1705","0.1696","0.0164"
"4831",2011,"4","1","HS Type","Catholic High School","TOTAL","2011 Catholic High School - 4831 applicants","0.055956284","10.2157","10.1029","1337.3215","3462","788","263","318","152","215","579","3635","124","126","2639","2192","4355","601","478","57","301","0","4831","0","0","1293","1778","931","755","74","3.0000","0.7166","0.1631","0.0544","0.0658","1.0000","0.0315","0.0445","0.1199","0.7524","0.0257","0.0261","2.0000","0.5463","0.4537","0.9015","0.1244","0.0989","0.0118","0.0623","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2676","0.3680","0.1927","0.1563","0.0153"
"4843",2012,"4","1","HS Type","Catholic High School","TOTAL","2012 Catholic High School - 4843 applicants","0.002483958","10.2542","9.4491","1340.1858","3461","811","266","305","134","253","606","3581","96","173","2658","2185","4260","621","481","49","413","0","4843","0","0","1333","1701","912","819","78","3.0000","0.7146","0.1675","0.0549","0.0630","1.0000","0.0277","0.0522","0.1251","0.7394","0.0198","0.0357","2.0000","0.5488","0.4512","0.8796","0.1282","0.0993","0.0101","0.0853","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2752","0.3512","0.1883","0.1691","0.0161"
"4846",2013,"4","1","HS Type","Catholic High School","TOTAL","2013 Catholic High School - 4846 applicants","0.000619451","10.1435","8.7235","1347.7322","3478","825","221","322","144","220","655","3593","108","126","2616","2230","4366","590","444","61","332","0","4846","0","0","1186","1719","967","918","56","3.0000","0.7177","0.1702","0.0456","0.0664","1.0000","0.0297","0.0454","0.1352","0.7414","0.0223","0.0260","2.0000","0.5398","0.4602","0.9009","0.1217","0.0916","0.0126","0.0685","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2447","0.3547","0.1995","0.1894","0.0116"
"4885",2014,"4","1","HS Type","Catholic High School","TOTAL","2014 Catholic High School - 4885 applicants","0.008047875","9.7353","8.5505","1355.5394","3527","844","70","444","139","242","668","3598","116","122","2722","2163","4427","619","469","67","442","0","4885","0","0","1345","1390","1101","973","76","3.0000","0.7220","0.1728","0.0143","0.0909","1.0000","0.0285","0.0495","0.1367","0.7365","0.0237","0.0250","2.0000","0.5572","0.4428","0.9062","0.1267","0.0960","0.0137","0.0905","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2753","0.2845","0.2254","0.1992","0.0156"
"4885",2015,"4","1","HS Type","Catholic High School","TOTAL","2015 Catholic High School - 4885 applicants","0","9.7317","8.303","1353.8158","3633","780","29","443","181","256","655","3523","113","157","2679","2206","4443","599","481","53","467","0","4885","0","0","1299","1381","1130","1014","61","3.0000","0.7437","0.1597","0.0059","0.0907","1.0000","0.0371","0.0524","0.1341","0.7212","0.0231","0.0321","2.0000","0.5484","0.4516","0.9095","0.1226","0.0985","0.0108","0.0956","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2659","0.2827","0.2313","0.2076","0.0125"
"4641",2016,"4","1","HS Type","Catholic High School","TOTAL","2016 Catholic High School - 4641 applicants","-0.049948823","9.813402284","8.432557638","1347.970265","3430","169","1032","10","192","250","630","3291","120","158","2520","2121","4216","542","427","52","478","0","4641","0","0","1255","1277","1115","930","64","3.0000","0.7391","0.0364","0.2224","0.0022","1.0000","0.0414","0.0539","0.1357","0.7091","0.0259","0.0340","2.0000","0.5430","0.4570","0.9084","0.1168","0.0920","0.0112","0.1030","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2704","0.2752","0.2402","0.2004","0.0138"
"957",2010,"4","2","HS Type","Unknown High School","TOTAL","2010 Unknown High School - 957 applicants","0","10.8187","10.127","1269.5298","758","90","56","53","74","44","110","281","429","19","481","476","384","22","19","11","181","0","0","0","957","220","356","210","123","48","3.0000","0.7921","0.0940","0.0585","0.0554","1.0000","0.0773","0.0460","0.1149","0.2936","0.4483","0.0199","2.0000","0.5026","0.4974","0.4013","0.0230","0.0199","0.0115","0.1891","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2299","0.3720","0.2194","0.1285","0.0502"
"1231",2011,"4","2","HS Type","Unknown High School","TOTAL","2011 Unknown High School - 1231 applicants","0.28631139","11.6007","10.3294","1261.6491","1021","83","61","66","107","66","174","318","532","34","602","629","503","26","18","10","280","0","0","0","1231","283","470","244","185","49","3.0000","0.8294","0.0674","0.0496","0.0536","1.0000","0.0869","0.0536","0.1413","0.2583","0.4322","0.0276","2.0000","0.4890","0.5110","0.4086","0.0211","0.0146","0.0081","0.2275","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2299","0.3818","0.1982","0.1503","0.0398"
"1526",2012,"4","2","HS Type","Unknown High School","TOTAL","2012 Unknown High School - 1526 applicants","0.239642567","11.2484","9.692","1265.8716","1296","101","51","78","109","86","210","360","721","40","700","826","531","22","30","11","299","0","0","0","1526","321","599","335","221","50","3.0000","0.8493","0.0662","0.0334","0.0511","1.0000","0.0714","0.0564","0.1376","0.2359","0.4725","0.0262","2.0000","0.4587","0.5413","0.3480","0.0144","0.0197","0.0072","0.1959","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2104","0.3925","0.2195","0.1448","0.0328"
"1713",2013,"4","2","HS Type","Unknown High School","TOTAL","2013 Unknown High School - 1713 applicants","0.122542595","11.6211","9.5336","1260.3386","1453","136","56","68","137","111","270","381","778","36","777","936","619","39","25","17","347","0","0","0","1713","336","679","349","309","40","3.0000","0.8482","0.0794","0.0327","0.0397","1.0000","0.0800","0.0648","0.1576","0.2224","0.4542","0.0210","2.0000","0.4536","0.5464","0.3614","0.0228","0.0146","0.0099","0.2026","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.1961","0.3964","0.2037","0.1804","0.0234"
"1849",2014,"4","2","HS Type","Unknown High School","TOTAL","2014 Unknown High School - 1849 applicants","0.079392878","11.2842","9.0752","1265.2569","1605","112","24","108","175","110","280","424","815","45","866","983","687","19","30","18","560","0","0","0","1849","432","619","392","341","65","3.0000","0.8680","0.0606","0.0130","0.0584","1.0000","0.0946","0.0595","0.1514","0.2293","0.4408","0.0243","2.0000","0.4684","0.5316","0.3716","0.0103","0.0162","0.0097","0.3029","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2336","0.3348","0.2120","0.1844","0.0352"
"2035",2015,"4","2","HS Type","Unknown High School","TOTAL","2015 Unknown High School - 2035 applicants","0.100594916","11.7752","8.6364","1254.9042","1765","156","9","105","199","121","368","436","862","49","997","1038","839","38","36","14","648","0","0","0","2035","539","593","460","372","71","3.0000","0.8673","0.0767","0.0044","0.0516","1.0000","0.0978","0.0595","0.1808","0.2143","0.4236","0.0241","2.0000","0.4899","0.5101","0.4123","0.0187","0.0177","0.0069","0.3184","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2649","0.2914","0.2260","0.1828","0.0349"
"1952",2016,"4","2","HS Type","Unknown High School","TOTAL","2016 Unknown High School - 1952 applicants","-0.040786241","11.83504098","8.723360656","1238.893443","1689","24","239","0","286","99","322","464","725","56","952","1000","814","43","32","11","658","0","0","0","1952","544","550","376","431","51","3.0000","0.8653","0.0123","0.1224","0.0000","1.0000","0.1465","0.0507","0.1650","0.2377","0.3714","0.0287","2.0000","0.4877","0.5123","0.4170","0.0220","0.0164","0.0056","0.3371","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2787","0.2818","0.1926","0.2208","0.0261"
"6892",2010,"4","3","HS Type","Public High School","TOTAL","2010 Public High School - 6892 applicants","0","9.7237","10.0027","1330.4672","4939","900","514","539","314","864","760","4651","93","210","3313","3579","4463","508","379","102","902","6892","0","0","0","1986","2459","1131","1107","209","3.0000","0.7166","0.1306","0.0746","0.0782","1.0000","0.0456","0.1254","0.1103","0.6748","0.0135","0.0305","2.0000","0.4807","0.5193","0.6476","0.0737","0.0550","0.0148","0.1309","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.2882","0.3568","0.1641","0.1606","0.0303"
"7930",2011,"4","3","HS Type","Public High School","TOTAL","2011 Public High School - 7930 applicants","0.150609402","10.1894","10.1207","1332.9231","5962","952","540","476","375","992","908","5288","148","219","3740","4190","4997","567","421","109","1087","7930","0","0","0","2304","2738","1454","1248","186","3.0000","0.7518","0.1201","0.0681","0.0600","1.0000","0.0473","0.1251","0.1145","0.6668","0.0187","0.0276","2.0000","0.4716","0.5284","0.6301","0.0715","0.0531","0.0137","0.1371","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.2905","0.3453","0.1834","0.1574","0.0235"
"8056",2012,"4","3","HS Type","Public High School","TOTAL","2012 Public High School - 8056 applicants","0.015889029","10.3931","9.478","1327.6738","6233","885","528","410","406","1194","988","5049","144","275","3708","4348","4765","559","374","108","1374","8056","0","0","0","2427","2588","1610","1275","156","3.0000","0.7737","0.1099","0.0655","0.0509","1.0000","0.0504","0.1482","0.1226","0.6267","0.0179","0.0341","2.0000","0.4603","0.5397","0.5915","0.0694","0.0464","0.0134","0.1706","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.3013","0.3213","0.1999","0.1583","0.0194"
"8654",2013,"4","3","HS Type","Public High School","TOTAL","2013 Public High School - 8654 applicants","0.074230387","10.4958","8.9139","1331.1162","6882","899","417","456","406","1219","1026","5515","246","242","4078","4576","5144","627","389","108","1390","8654","0","0","0","2141","2903","1745","1734","131","3.0000","0.7952","0.1039","0.0482","0.0527","1.0000","0.0469","0.1409","0.1186","0.6373","0.0284","0.0280","2.0000","0.4712","0.5288","0.5944","0.0725","0.0450","0.0125","0.1606","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.2474","0.3355","0.2016","0.2004","0.0151"
"8733",2014,"4","3","HS Type","Public High School","TOTAL","2014 Public High School - 8733 applicants","0.009128727","10.1809","8.773","1334.4841","7082","813","123","715","425","1249","1110","5389","310","250","3999","4734","5250","579","364","109","1769","8733","0","0","0","2645","2287","1935","1715","151","3.0000","0.8109","0.0931","0.0141","0.0819","1.0000","0.0487","0.1430","0.1271","0.6171","0.0355","0.0286","2.0000","0.4579","0.5421","0.6012","0.0663","0.0417","0.0125","0.2026","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.3029","0.2619","0.2216","0.1964","0.0173"
"8723",2015,"4","3","HS Type","Public High School","TOTAL","2015 Public High School - 8723 applicants","-0.001145082","10.3552","8.4723","1328.1486","7128","846","41","708","484","1244","1173","5350","235","237","4039","4684","5413","671","369","95","1818","8723","0","0","0","2653","2180","2048","1703","139","3.0000","0.8172","0.0970","0.0047","0.0812","1.0000","0.0555","0.1426","0.1345","0.6133","0.0269","0.0272","2.0000","0.4630","0.5370","0.6205","0.0769","0.0423","0.0109","0.2084","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.3041","0.2499","0.2348","0.1952","0.0159"
"8691",2016,"4","3","HS Type","Public High School","TOTAL","2016 Public High School - 8691 applicants","-0.003668463","10.44937291","8.549016224","1319.948222","7063","178","1434","16","563","1105","1261","5144","312","306","4034","4657","5303","584","344","89","1859","8691","0","0","0","2760","2157","1980","1670","124","3.0000","0.8127","0.0205","0.1650","0.0018","1.0000","0.0648","0.1271","0.1451","0.5919","0.0359","0.0352","2.0000","0.4642","0.5358","0.6102","0.0672","0.0396","0.0102","0.2139","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.3176","0.2482","0.2278","0.1922","0.0143"
"1521",2010,"4","4","HS Type","Private High School","TOTAL","2010 Private High School - 1521 applicants","0","9.8176","9.8557","1341.1045","1051","180","119","171","46","166","156","748","365","40","817","704","836","144","72","17","83","0","0","1521","0","314","661","299","197","50","3.0000","0.6910","0.1183","0.0782","0.1124","1.0000","0.0302","0.1091","0.1026","0.4918","0.2400","0.0263","2.0000","0.5371","0.4629","0.5496","0.0947","0.0473","0.0112","0.0546","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.2064","0.4346","0.1966","0.1295","0.0329"
"1734",2011,"4","4","HS Type","Private High School","TOTAL","2011 Private High School - 1734 applicants","0.140039448","10.1866","10.0343","1344.1984","1269","198","125","142","61","178","189","795","464","47","899","835","896","124","85","25","117","0","0","1734","0","327","722","400","222","63","3.0000","0.7318","0.1142","0.0721","0.0819","1.0000","0.0352","0.1027","0.1090","0.4585","0.2676","0.0271","2.0000","0.5185","0.4815","0.5167","0.0715","0.0490","0.0144","0.0675","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.1886","0.4164","0.2307","0.1280","0.0363"
"1743",2012,"4","4","HS Type","Private High School","TOTAL","2012 Private High School - 1743 applicants","0.005190311","9.8417","9.212","1361.5548","1249","218","111","165","62","204","151","816","451","59","921","822","813","128","97","27","107","0","0","1743","0","341","705","393","264","40","3.0000","0.7166","0.1251","0.0637","0.0947","1.0000","0.0356","0.1170","0.0866","0.4682","0.2587","0.0338","2.0000","0.5284","0.4716","0.4664","0.0734","0.0557","0.0155","0.0614","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.1956","0.4045","0.2255","0.1515","0.0229"
"1829",2013,"4","4","HS Type","Private High School","TOTAL","2013 Private High School - 1829 applicants","0.049340218","10.1788","8.5549","1355.4019","1312","211","103","203","74","225","187","886","403","54","979","850","931","159","84","21","87","0","0","1829","0","336","756","431","268","38","3.0000","0.7173","0.1154","0.0563","0.1110","1.0000","0.0405","0.1230","0.1022","0.4844","0.2203","0.0295","2.0000","0.5353","0.4647","0.5090","0.0869","0.0459","0.0115","0.0476","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.1837","0.4133","0.2356","0.1465","0.0208"
"1842",2014,"4","4","HS Type","Private High School","TOTAL","2014 Private High School - 1842 applicants","0.007107709","9.525","8.3073","1366.0912","1324","242","36","240","67","225","197","831","464","58","955","887","955","150","108","35","146","0","0","1842","0","376","655","496","258","57","3.0000","0.7188","0.1314","0.0195","0.1303","1.0000","0.0364","0.1221","0.1069","0.4511","0.2519","0.0315","2.0000","0.5185","0.4815","0.5185","0.0814","0.0586","0.0190","0.0793","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.2041","0.3556","0.2693","0.1401","0.0309"
"1698",2015,"4","4","HS Type","Private High School","TOTAL","2015 Private High School - 1698 applicants","-0.078175896","9.5754","7.8696","1364.8174","1238","226","12","222","69","177","181","839","366","66","873","825","952","137","109","25","122","0","0","1698","0","335","603","484","244","32","3.0000","0.7291","0.1331","0.0071","0.1307","1.0000","0.0406","0.1042","0.1066","0.4941","0.2155","0.0389","2.0000","0.5141","0.4859","0.5607","0.0807","0.0642","0.0147","0.0718","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.1973","0.3551","0.2850","0.1437","0.0188"
"1582",2016,"4","4","HS Type","Private High School","TOTAL","2016 Private High School - 1582 applicants","-0.068315665","9.606826802","7.923198483","1357.800253","1133","49","397","3","78","140","197","773","319","75","830","752","836","142","81","28","143","0","0","1582","0","332","537","439","235","39","3.0000","0.7162","0.0310","0.2509","0.0019","1.0000","0.0493","0.0885","0.1245","0.4886","0.2016","0.0474","2.0000","0.5247","0.4753","0.5284","0.0898","0.0512","0.0177","0.0904","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.2099","0.3394","0.2775","0.1485","0.0247"
"374",2010,"4.3","1","HS Type","Catholic High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Catholic High School - 374 applicants","0","11.27005348","9.798128342","1285.588235","266","58","25","25","24","28","99","200","8","15","182","192","328","35","25","3","42","0","374","0","0","72","179","70","46","7","3.0000","0.7112","0.1551","0.0668","0.0668","1.0000","0.0642","0.0749","0.2647","0.5348","0.0214","0.0401","2.0000","0.4866","0.5134","0.8770","0.0936","0.0668","0.0080","0.1123","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.1925","0.4786","0.1872","0.1230","0.0187"
"383",2013,"4.3","1","HS Type","Catholic High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Catholic High School - 383 applicants","0.024064171","11.89164491","8.806788512","1289.138381","304","52","9","18","12","29","151","174","7","10","189","194","336","26","24","3","63","0","383","0","0","85","170","60","64","4","3.0000","0.7937","0.1358","0.0235","0.0470","1.0000","0.0313","0.0757","0.3943","0.4543","0.0183","0.0261","2.0000","0.4935","0.5065","0.8773","0.0679","0.0627","0.0078","0.1645","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2219","0.4439","0.1567","0.1671","0.0104"
"390",2014,"4.3","1","HS Type","Catholic High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Catholic High School - 390 applicants","0.018276762","11.40897436","8.733333333","1293.615385","299","57","7","27","14","41","121","193","9","12","206","184","341","36","20","11","77","0","390","0","0","89","145","94","54","8","3.0000","0.7667","0.1462","0.0179","0.0692","1.0000","0.0359","0.1051","0.3103","0.4949","0.0231","0.0308","2.0000","0.5282","0.4718","0.8744","0.0923","0.0513","0.0282","0.1974","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2282","0.3718","0.2410","0.1385","0.0205"
"421",2016,"4.3","1","HS Type","Catholic High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Catholic High School - 421 applicants","0.079487179","11.66508314","8.871733967","1285.724466","340","6","75","0","23","40","150","172","12","24","208","213","358","20","24","4","94","0","421","0","0","100","154","92","69","6","3.0000","0.8076","0.0143","0.1781","0.0000","1.0000","0.0546","0.0950","0.3563","0.4086","0.0285","0.0570","2.0000","0.4941","0.5059","0.8504","0.0475","0.0570","0.0095","0.2233","0.0000","0.0000","1.0000","0.0000","0.0000","4.0000","0.2375","0.3658","0.2185","0.1639","0.0143"
"56",2010,"4.3","2","HS Type","Unknown High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Unknown High School - 56 applicants","0","12.73214286","9.758928571","1199.464286","44","5","6","1","3","6","28","11","5","3","27","29","31","1","1","0","20","0","0","0","56","16","27","5","5","3","3.0000","0.7857","0.0893","0.1071","0.0179","1.0000","0.0536","0.1071","0.5000","0.1964","0.0893","0.0536","2.0000","0.4821","0.5179","0.5536","0.0179","0.0179","0.0000","0.3571","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2857","0.4821","0.0893","0.0893","0.0536"
"120",2013,"4.3","2","HS Type","Unknown High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Unknown High School - 120 applicants","1.142857143","14.33333333","9.379166667","1127.5","107","9","2","2","7","10","70","24","6","3","45","75","61","2","2","1","64","0","0","0","120","25","53","17","23","2","3.0000","0.8917","0.0750","0.0167","0.0167","1.0000","0.0583","0.0833","0.5833","0.2000","0.0500","0.0250","2.0000","0.3750","0.6250","0.5083","0.0167","0.0167","0.0083","0.5333","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2083","0.4417","0.1417","0.1917","0.0167"
"127",2014,"4.3","2","HS Type","Unknown High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Unknown High School - 127 applicants","0.058333333","14.09055118","9.92519685","1113.779528","117","6","2","2","8","15","70","17","11","6","52","75","62","0","1","2","80","0","0","0","127","40","46","13","23","5","3.0000","0.9213","0.0472","0.0157","0.0157","1.0000","0.0630","0.1181","0.5512","0.1339","0.0866","0.0472","2.0000","0.4094","0.5906","0.4882","0.0000","0.0079","0.0157","0.6299","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.3150","0.3622","0.1024","0.1811","0.0394"
"137",2016,"4.3","2","HS Type","Unknown High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Unknown High School - 137 applicants","0.078740157","13.70072993","9.164233577","1150.072993","125","0","12","0","8","17","74","20","12","6","59","78","80","2","3","1","77","0","0","0","137","37","46","20","30","4","3.0000","0.9124","0.0000","0.0876","0.0000","1.0000","0.0584","0.1241","0.5401","0.1460","0.0876","0.0438","2.0000","0.4307","0.5693","0.5839","0.0146","0.0219","0.0073","0.5620","0.0000","0.0000","0.0000","0.0000","1.0000","4.0000","0.2701","0.3358","0.1460","0.2190","0.0292"
"619",2010,"4.3","3","HS Type","Public High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Public High School - 619 applicants","0","11.18174475","9.856219709","1289.579968","467","65","54","33","29","175","171","216","8","20","277","342","337","14","16","9","168","619","0","0","0","173","250","97","78","21","3.0000","0.7544","0.1050","0.0872","0.0533","1.0000","0.0468","0.2827","0.2763","0.3489","0.0129","0.0323","2.0000","0.4475","0.5525","0.5444","0.0226","0.0258","0.0145","0.2714","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.2795","0.4039","0.1567","0.1260","0.0339"
